type_repas,titre,url,image,auteur,difficulte,duree,regime,likes,prep_time,cook_time,total_time,cuisson_type,contraintes,rating,votes,portions,ingredients
enfournez,Artichauts à la romaine (Carciofi alla romana),https://www.cuisine-libre.org/artichauts-a-la-romaine-carciofi-alla-romana,https://www.cuisine-libre.org/local/cache-gd2/33/c2b5e0cf81538b195803a5b4ce5523.jpg?1644794246,Ja6,,Durée totale :1 h,Végétalien (vegan),,?,1 h,PT1H,Four,"Sans viande, Sans œuf, Sans lactose",,,4,8 artichauts | 1 citron | menthe fraîche hachée | 1 gousse d’ail - hachée | 50 g de chapelure | Sel & Poivre | 1 cuillère à soupe d’huile d’olive
enfournez,Œufs mollets florentine,https://www.cuisine-libre.org/oeufs-mollets-florentine,https://www.cuisine-libre.org/local/cache-gd2/cc/e80e304bfb3c714da00e31a8926e29.jpg?1644794504,Romy,,Durée totale :40 min,Végétarien,105,20 min,20 min,PT40M,Four,"Sans viande, Sans lactose, Sans gluten",4.53,105,4,"1 kg d’épinards frais, en branches | 4 œufs frais | 25 cl de crème soja liquide | 60 g de parmesan râpé"
enfournez,Œufs cocotte en patidou,https://www.cuisine-libre.org/oeufs-cocotte-en-patidou,https://www.cuisine-libre.org/local/cache-gd2/e3/3ae4ce93c2e61b7e8df01fef03e817.jpg?1644795797,valivalou,,Durée totale :1 h 45,Végétarien,3,1 h,45 min,PT1H45M,Four,"Sans viande, Sans lactose, Sans gluten",5.00,3,2,"2 patidoux | 2 œufs | 300 g de feuilles de blettes | 2 gousses d’ail | 20 cl de crème fraiche | 100 g de fromage râpé (emmental, comté, mozza, parmesan, brebis… selon le goût) | sel, poivre, piment d’espelette | huile d’olive"
enfournez,Rouelle de porc aux pommes de terre,https://www.cuisine-libre.org/rouelle-de-porc-aux-pommes-de-terre,https://www.cuisine-libre.org/local/cache-gd2/8e/14caca9612c44457cd0e54d5c1854c.jpg?1644794955,Romy,,Durée totale :2 h 20,Non végétarien,42,20 min,2 h,PT2H20M,Four,"Sans œuf, Sans lactose",5.00,42,6,"1 belle rouelle de porc de 1,2 kilo | 12 pommes de terre moyennes | 12 gousses d’ail | 3 brins de thym | 3 brins de persil | 5 cl d’eau ou plus | huile | sel, poivre"
enfournez,Pomme d’or farcies,https://www.cuisine-libre.org/pomme-d-or-farcies,https://www.cuisine-libre.org/local/cache-gd2/29/9ee28fcba05447a10fe9e15a0d163d.jpg?1644802748,Jacqueline Desbrosses,,Durée totale :1 h,Non végétarien,,15 min,45 min,PT1H,Vapeur,"Sans œuf, Sans lactose, Sans gluten",,,6,6 courgettes «pomme d’or» | 500 g de hachis à tomates | ail | persil | sel
enfournez,Gratin basque de chou,https://www.cuisine-libre.org/gratin-basque-de-chou,https://www.cuisine-libre.org/local/cache-gd2/ee/d3693e43b8dbf43fb0532cfa5ebbb7.jpg?1644796607,Ja6,,Durée totale :45 min,Non végétarien,1,15 min,30 min,PT45M,Four,"Sans œuf, Sans lactose, Sans gluten",5.00,1,5,"1 petit chou blanc | 1 oignons | 200 g de restes de viande : pot-au-feu, ragoût ou volaille | 1 cuillère à soupe de graisse d’oie | 3 cuillères de purée de tomates | purée de piments | 3 cuillères à soupe de chapelure | huile d’olive | sel & poivre"
enfournez,Endives « Surprise »,https://www.cuisine-libre.org/endives-surprise,https://www.cuisine-libre.org/local/cache-gd2/ad/751ecf1b8d7ab111ca28603cf1efb8.jpg?1644796812,Ja6,,Durée totale :40 min,Non végétarien,,20 min,20 min,PT40M,Four,"Sans œuf, Sans gluten",,,4,4 endives | 8 fines tranches de Raclette | 16 tranches de poitrine fumée | 1 cuillère à soupe de raisins secs de Corinthe | 75 g de lardons | Sel & Poivre
enfournez,Lanttulaatikko (gratin de rutabaga),https://www.cuisine-libre.org/lanttulaatikko-gratin-de-rutabaga,https://www.cuisine-libre.org/local/cache-gd2/d6/26a29c340f553f71a348b629832525.jpg?1677362954,,,Durée totale :2 h 20,Végétarien,,20 min,2 h,PT2H20M,Four,Sans viande,,,8,1 kg se rutabaga | 2 dl de crème liquide | 1 dl de chapelure | 2 œufs battus | ¾ dl de mélasse ou de miel | 1 c. à café gingembre fraîchement râpé | ¼ c. à café noix de muscade | ¼ c. à café piment de la Jamaïque | 1 c. à café sel | Pour gratiner | chapelure | beurre
enfournez,Dés de poulet aux panais et carottes,https://www.cuisine-libre.org/des-de-poulet-aux-panais-et-carottes,https://www.cuisine-libre.org/local/cache-gd2/33/32eb67800409adca4782b5ea40b7fa.jpg?1644799654,Le Goût des Plantes,,Durée totale :55 min,Non végétarien,,15 min,40 min,PT55M,Four,"Sans œuf, Sans lactose, Sans gluten",,,2,2 panais | 2 carottes | 250 g de poulet
enfournez,Gratin fumé de blettes au topinambour,https://www.cuisine-libre.org/gratin-fume-de-blettes-au-topinambour,https://www.cuisine-libre.org/local/cache-gd2/b5/e2f4638a1e910762d946726add5dd6.jpg?1644794542,Le Goût des Plantes,,,Végétarien,,?,,,Four,"Sans viande, Sans œuf",,,3,"500 g de topinambours | 2 petites blettes | 200 g de tempeh fumé | 60 g de noix | 25 cl de crème | 125 g de fromage rapé | sel, poivre"
enfournez,Gratin de courge butternut au lait de coco,https://www.cuisine-libre.org/gratin-de-courge-butternut-au-lait-de-coco,https://www.cuisine-libre.org/local/cache-gd2/47/d6bb70f0d78a8aea4de77cafd5114a.jpg?1644795453,Bregalad,,Durée totale :35 min,Végétarien,1,10 min,25 min,PT35M,Four,"Sans viande, Sans œuf, Sans gluten",5.00,1,2,½ courge butternut | 25 cl de lait de coco | 2 cs de crème fraiche liquide | 30 g d’emmenthal ou gruyère râpé
enfournez,Saumon en papillote végétale,https://www.cuisine-libre.org/saumon-en-papillote-vegetale,https://www.cuisine-libre.org/local/cache-gd2/dc/07d01376e171653aa63fd55e68acc8.jpg?1682186243,Pat Croker,,,Non végétarien,,?,,,Grill,"Sans viande, Sans œuf, Sans lactose, Sans gluten",,,4,"4 gros filets de saumon sauvage | 1¼ tasse de pesto au basilic ou d’orties | 4 feuilles d’angélique, sauvages ou cultivées, trempées dans l’eau, sinon des feuilles de vigne, de betterave ou de laitue"
enfournez,Gratin de quinoa aux blettes et à la feta,https://www.cuisine-libre.org/gratin-de-quinoa-aux-blettes-et-a-la-feta,https://www.cuisine-libre.org/local/cache-gd2/31/f93e1f99f2c392b6b773edb2ef5402.jpg?1644794461,Romy,,Durée totale :55 min,Végétarien,24,15 min,40 min,PT55M,Four,"Sans œuf, Sans gluten",4.88,24,4,1 botte de blettes (env. 500 g) | 200 g de quinoa sec | 200 g de feta | 1 oignon | 1 c. soupe de graines de tournesol | 1 c. soupe d’amandes effilées | 1 c. soupe de raisins secs blonds | 1 c. soupe de graisse de canard | 1 c. soupe de parmesan râpé | 1 c. café de cumin
enfournez,Bar en papillote d’endives,https://www.cuisine-libre.org/bar-en-papillote-d-endives,https://www.cuisine-libre.org/local/cache-gd2/df/8a6844daf97fa014eecf0ee8fc9f18.jpg?1644795508,Ja6,,,Non végétarien,,?,,,Four,"Sans viande, Sans œuf, Sans gluten",,,4,4 filets de bar de 50 à 180 g | 800 g d’endives | 2 cuillères à soupe de crème fraîche | 15 g de beurre | Sel & Poivre
enfournez,Brandade de morue parmentière,https://www.cuisine-libre.org/brandade-de-morue-parmentiere,https://www.cuisine-libre.org/local/cache-gd2/de/8f6260cf407b6cde4a6207148bbad7.jpg?1644797141,,,Durée totale :1 j,Non végétarien,4,15 min,40 min,PT1DH55M,Bouilli,"Sans viande, Sans œuf, Sans gluten",5.00,4,4,400 g de filets de morue séchée | 6 grosses pommes de terre | 6 belles gousses d’ail | 1 bouquet de persil | 20 cl de lait | beurre | poivre blanc
enfournez,"Courge cornue farcie au riz sauvage, noisettes (...)",https://www.cuisine-libre.org/courge-cornue-farcie-au-riz-sauvage-noisettes-et-canneberge,https://www.cuisine-libre.org/local/cache-gd2/5b/4267db586d7e0989c78be480fc56b4.jpg?1644807004,,,Durée totale :1 h 50,Végétarien,,20 min,1 h 30,PT1H50M,Four,"Sans viande, Sans œuf, Sans gluten",,,6,"7 tasses d’eau | 2 tasses de riz sauvage | 3 petites courges cornuesacorn squash, coupées en deux et épépinées (280 à 340 g) | 2 c. à soupe de beurre | 2 tasse d’oignons finement hachés | 2 c. à café de feuilles de sauge séchées | 1 citron pressé | ½ tasse de canneberges séchées | ¼ tasse de noisettes (ou amandes) émondées et concassées | ¼ tasse de persil frais haché | sel, poivre"
enfournez,Courgette farcie aux légumes,https://www.cuisine-libre.org/courgette-farcie-aux-legumes,https://www.cuisine-libre.org/local/cache-gd2/0a/808983956e0d94d389bab93abca838.jpg?1644801177,Ja6,,Durée totale :40 min,Végétarien,3,20 min,20 min,PT40M,Four,"Sans viande, Sans œuf, Sans lactose",5.00,3,4,4 courgettes | 250 g de tomates | 2 carottes | 100 g de champignons de Paris | 1 gousse d’ail | 5 branches de persil | 2 cuillères à soupe d’huile | 1 verre de vin blanc sec | 4 cuillères à soupe de chapelure | Sel & poivre
enfournez,Maquereaux grillés surprise,https://www.cuisine-libre.org/maquereaux-grilles-surprise,https://www.cuisine-libre.org/local/cache-gd2/f9/8fe41c764153fc5971ef51cbb97cfe.jpg?1644795705,lacuisineetmoi,,Durée totale :20 min,Non végétarien,2,10 min,10 min,PT20M,Vapeur,Sans œuf,5.00,2,4,3 boites de filets de maquereaux grillés à la mexicaine | 2 tomates green zebra | 1 tomate cœur de bœuf | 1 tomate jaune | 12 radis rose | 4 tranches de gros chorizo | 1 botte d’oignons nouveaux | 1 petit bocal de tomates confites | 1 branche de romarin | 1 cuillère à soupe de jus d’orange | 1 pincée de piment
enfournez,Filets de poisson blanc aux orties,https://www.cuisine-libre.org/filets-de-poisson-blanc-aux-orties,https://www.cuisine-libre.org/local/cache-gd2/c1/aa52cb671b6e9fd257c7953e5fa589.jpg?1644797142,ploutregor,,,Non végétarien,,?,,,Vapeur,"Sans viande, Sans œuf, Sans lactose, Sans gluten",,,1,1 filet de poisson assez épais | 2 grosses poignées d’orties | zestes de citron | algues séchées | sel & poivre | gingembre en poudre | riz basmati | jeunes carottes
enfournez,Pintade aux pêches de vigne,https://www.cuisine-libre.org/pintade-aux-peches-de-vignes,https://www.cuisine-libre.org/local/cache-gd2/f5/939d44a7483271df9e950a1c912640.jpg?1644796893,Ja6,,,Non végétarien,1,?,,,Four,"Sans œuf, Sans gluten",5.00,1,,2 pintades | 6 pêches de vigne | 100 g de beurre | 2 gousses d’ail | thym | Sel & Poivre
enfournez,Gratin de céleri à l’italienne,https://www.cuisine-libre.org/gratin-de-celeri-a-l-italienne,https://www.cuisine-libre.org/local/cache-gd2/68/e40a4c34b41b1bf30b335eedd506e6.jpg?1644794511,,,Durée totale :40 min,Végétarien,4,15 min,25 min,PT40M,Four,"Sans viande, Sans œuf",5.00,4,4,1 céleri-rave | 2 verres de riz (facultatif) | 12 cerneaux de noix | 6 tomates | 1 citron | parmesan râpé ou chapelure | huile d’olive | sel
enfournez,Tartiflette picarde,https://www.cuisine-libre.org/tartiflette-picarde,https://www.cuisine-libre.org/local/cache-gd2/a0/552dfa653dce0af326876a47986315.jpg?1644794466,paddy,,Durée totale :30 min,Non végétarien,33,10 min,20 min,PT30M,Four,"Sans œuf, Sans gluten",5.00,33,8,500 g de poireaux | 500 g d’endives | 150 de lardons fumés | 1 maroilles | sel | poivre
enfournez,Cardiflette,https://www.cuisine-libre.org/cardiflette,https://www.cuisine-libre.org/local/cache-gd2/93/a6718cfd132628517ea69ae6f4f564.jpg?1644794467,,,Durée totale :40 min,Non végétarien,1,15 min,25 min,PT40M,Four,"Sans œuf, Sans gluten",5.00,1,4,500 g de cardons cuits égouttés | 200 g de lardons | 1 oignon | 1/2 reblochon | 20 cl de crème fraîche
enfournez,Soufflés au saumon,https://www.cuisine-libre.org/souffles-au-saumon,https://www.cuisine-libre.org/local/cache-gd2/5f/8c9113c90053ee0bb306bb741f1dd8.jpg?1644795557,corinnedhéléne,,Durée totale :35 min,Non végétarien,7,15 min,20 min,PT35M,Four,Sans viande,5.00,7,4,"50 g de beurre | 270 g saumon fumé | 4 œufs | 25 cl de crème fraîche | 1 c. soupe rase de farine | 1 pincé de noix de muscade | sel, poivre | 150 g gruyère râpé"
enfournez,Cardons farcis (dolma khorchef),https://www.cuisine-libre.org/cardons-farcis-dolma-khorchef,https://www.cuisine-libre.org/local/cache-gd2/16/6a9e3532e4b563471b3ba5b34f0245.jpg?1644797945,Abla,,Durée totale :1 h 30,Non végétarien,,30 min,1 h,PT1H30M,Bouilli,"Sans lactose, Sans gluten",,,6,1 kg de cardons (khorchef) bien fermes | 500 g d’épaule de mouton | 250 g de viande hachée | 1 bonne poignée de pois chiche trempés la veille | 1 petite tasse de riz | ½ botte de persil | 1 jaune d’œuf | 2 oignons | 2 citrons | huile | cannelle : 2 bâtons et 1 pincée | poivre noir | sel
enfournez,Poisson en papillote au lait de coco,https://www.cuisine-libre.org/poisson-en-papillote-au-lait-de-coco,https://www.cuisine-libre.org/local/cache-gd2/fd/65b9bc54814fdddcfa9330c21750cd.jpg?1644796559,gasd,,Durée totale :25 min,Non végétarien,4,15 min,10 min,PT25M,Four,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,4,1,1 filet de poisson blanc (env. 100 g) | 1 filet d’huile d’olive | aneth et coriandre fraîches | fleur de sel | poivre au moulin | baies rouges | 1 petit verre de lait de coco
enfournez,Kåldolmar (chou farci suédois),https://www.cuisine-libre.org/kaldolmar-chou-farci-suedois,https://www.cuisine-libre.org/local/cache-gd2/17/b17394dca4744c00e1f05f8266b280.jpg?1644795337,,,Durée totale :2 h,Non végétarien,1,1 h,1 h,PT2H,Four,,5.00,1,10,"1 grosse tête de chou blanc de bonne taille, pour prélever env. 15 feuilles de chou | Pour la farce | 1 kg de viande de porc hachée (ou mélangée avec moitié de bœuf) | 3 tasses (4,5 dl) de riz rond cuit | 1 dl de chapelure (facultatif) | 2 tasses (3 dl) de lait | 2 œufs battus | 2 oignons jaunes finement hachés | sel, poivre noir | Pour la sauce | 1 litre de bouillon de bœuf ou de fond de veau | 1 dl de sirop d’agave ou miel liquide léger | 3 c. soupe de crème | 1 bonne pincée de 4 épices | sel, poivre"
enfournez,Gratin de pommes de terre et potiron,https://www.cuisine-libre.org/gratin-de-pommes-de-terre-et-potiron,https://www.cuisine-libre.org/local/cache-gd2/b8/957efdd320ee835ada2f4b61ddd3f5.jpg?1712184217,FC,,Durée totale :1 h 10,Végétarien,,20 min,50 min,PT1H10M,Four,"Sans viande, Sans gluten",,,4,400 g de pommes de terre à chair ferme | 300 g de potiron | 2 œufs | 1 branche de thym | 1 filet d’huile d’olive | 50 g de parmesan râpé | 8 cl de lait entier | 20 g de truffe noire (facultatif) | sel | poivre du moulin
enfournez,Gratin au chou-fleur et brocoli,https://www.cuisine-libre.org/gratin-au-chou-fleur-et-brocoli,https://www.cuisine-libre.org/local/cache-gd2/c5/c615d1b970ff04ed348a11df6f43ec.jpg?1644794267,Legumezmoi,,Durée totale :40 min,Végétarien,1,15 min,25 min,PT40M,Four,"Sans viande, Sans œuf, Sans gluten",5.00,1,4,500 g de pommes de terre | 250 g de chou-fleur | 250 g de brocoli | 125 g d’emmental râpé (ou autre fromage de votre choix) | 40 cl de crème liquide | 1 pincée de sel et de poivre
enfournez,Courge spaghetti aux lardons et à la crème,https://www.cuisine-libre.org/courge-spaghetti-aux-lardons-et-a-la-creme,https://www.cuisine-libre.org/local/cache-gd2/b8/8e47085e83c5d072891d37c3abbe8b.jpg?1706353014,valivalou,,Durée totale :2 h,Non végétarien,3,1 h,1 h,PT2H,Bouilli,"Sans œuf, Sans gluten",5.00,3,6,2 kg de courges spaghetti | 1 oignon | 2 échalotes | 2 gousses d’ail | 200 g de lardons | 1 briquette (20 cl) de crème fraîche | 20 cl de vin blanc | 100 g de parmesan | piment d’Espelette
enfournez,Parmentier de chou-fleur,https://www.cuisine-libre.org/parmentier-de-chou-fleur,https://www.cuisine-libre.org/local/cache-gd2/7c/02243a1dc19c2364e77d71ba294efe.jpg?1644794699,ines cuisine simple,,Durée totale :1 h 05,Non végétarien,17,45 min,20 min,PT1H5M,Four,Sans œuf,5.00,17,4,"500 g de chou-fleur | 250 g de viande hachée | 50 g de fromage râpé | 25 cl de sauce béchamel | 20 g de beurre | 1 oignon | sel, poivre noir"
enfournez,Mont d’Or chaud,https://www.cuisine-libre.org/mont-d-or-chaud,https://www.cuisine-libre.org/local/cache-gd2/65/d992436d62485a40f5d7a7a32ce027.jpg?1644794231,Colibri,,Durée totale :35 min,Végétarien,,5 min,30 min,PT35M,Four,"Sans viande, Sans œuf, Sans gluten",,,3,1 vacherin Mont d’Or (env. 600g) | 2 gousses d’ail | vin blanc sec du Jura | 5 pommes de terre
enfournez,Travers de bœuf braisés au miel,https://www.cuisine-libre.org/travers-de-boeuf-braises-au-miel,https://www.cuisine-libre.org/local/cache-gd2/3d/54d7cdcc6365e6ef91b53618a7b605.jpg?1644795046,Matt Kantor,,Durée totale :15 h,Non végétarien,1,20 min,3 h 20,PT15H40M,Four,"Sans œuf, Sans gluten",5.00,1,2,"1 lb (450 g) de côtes de bœuf, coupées en travers, avec leurs os | 2 gousses d’ail écrasées | 1 petit oignon blanc, haché | ¼ tasse (65 ml) de miel | 2 étoiles de badiane | sel, au besoin | 4 tasses (260 ml) d’eau (environ) | 1 jus de citron | ¼ lb (112 g) de beurre | ciboulette hachée"
enfournez,Patates douces en papillote,https://www.cuisine-libre.org/patates-douces-en-papillote,https://www.cuisine-libre.org/local/cache-gd2/66/e31d11d9e31071c06b43ebca874275.jpg?1644794536,Gargantua,Facile !,Durée totale :50 min,Végétalien (vegan),26,10 min,40 min,PT50M,Four,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,26,10,10 patates douces
enfournez,Oignons farcis au quinoa et aux herbes,https://www.cuisine-libre.org/oignons-farcis-au-quinoa-et-aux-herbes,https://www.cuisine-libre.org/local/cache-gd2/4f/ecff6569873dd05e0716e63b27dcc4.jpg?1707679195,,,Durée totale :1 h 30,Végétarien,,40 min,50 min,PT1H30M,Four,"Sans viande, Sans œuf, Sans gluten",,,6,"12 oignons moyens | 300 g de quinoa rouge, blanc et noir en mélange | 2 gousses d’ail | 3 brins de basilic | 2 brins de romarin | 60 g de beurre | 6 c. à soupe de chapelure | sel | poivre du moulin"
enfournez,Carré d’agneau aux haricots tarbais et carottes (...),https://www.cuisine-libre.org/carre-d-agneau-aux-haricots-tarbais,https://www.cuisine-libre.org/local/cache-gd2/77/5af00fe3e1cdb0ff2f74a7fec415cf.jpg?1644795307,Haricot Tarbais,,Durée totale :2 h,Non végétarien,1,30 min,1 h 30,PT2H,Four,"Sans œuf, Sans gluten",5.00,1,6,"750 g de haricots tarbais cuits au naturel (ou 700 g secs) | 1 carré d’agneau des Pyrénées Label Rouge (12 côtes environ) | 4 carottes jaunes | 100 g de champignons de Paris | 50 g d’échalotes | ½ litre de crème fraîche | 1 litre de bouillon d’agneau (ou de volaille) | sel, poivre, huile d’olive"
enfournez,Courgettes farcies ricotta reblochon,https://www.cuisine-libre.org/courgettes-farcies-ricotta-reblochon,https://www.cuisine-libre.org/local/cache-gd2/a6/f8f81873482cce47bae9b359ea0b7f.jpg?1644796992,valivalou,,Durée totale :1 h 05,Végétarien,3,30 min,35 min,PT1H5M,Four,"Sans viande, Sans œuf",5.00,3,2,"2 courgettes moyennes | 250 g de ricotta | 1/2 reblochon | sel, poivre | tabasco | muscade"
enfournez,Petit gratin de pâtisson et pomme de terre,https://www.cuisine-libre.org/petit-gratin-de-patisson-et-pomme-de-terre,https://www.cuisine-libre.org/local/cache-gd2/e7/5416b5f01337c7d86a5cdd92103010.jpg?1644797007,Romy,,Durée totale :45 min,Végétarien,28,15 min,30 min,PT45M,Four,"Sans viande, Sans œuf",4.93,28,2,250 g de pâtisson | 200 g de pommes de terre | 20 g de parmesan râpé | sel et poivre au moulin
enfournez,Tourte de pommes de terre au Reblochon,https://www.cuisine-libre.org/tourte-de-pommes-de-terre-au-reblochon,https://www.cuisine-libre.org/local/cache-gd2/5b/dc53238aba4b0031446dd7534b6534.jpg?1644794347,Anonyme,,Durée totale :1 h 50,Végétarien,27,20 min,1 h 30,PT1H50M,Four,Sans viande,5.00,27,6,2 ronds (env. 450 g) de pâte feuilletée | 800 g de pommes de terre | 1 reblochon | 3 œufs | 20 cl de crème épaisse | poivre
enfournez,Gratin à la citrouille,https://www.cuisine-libre.org/gratin-a-la-citrouille,https://www.cuisine-libre.org/local/cache-gd2/b0/df16db3cfa969b88aee97a6cc5dcd6.jpg?1644799894,,,Durée totale :1 h 20,Végétarien,30,20 min,1 h,PT1H20M,Four,"Sans viande, Sans gluten",5.00,30,4,500 g de citrouille | 400 g de pommes de terre | 1 gros oignon | 4 gousses d’ail | 1 c. à soupe d’huile d’olive | 1 branche de thym | sel et poivre | 1 œuf | 20 cl de crème soja | 1 c. à café de curry en poudre | 60 g de fromage râpé
enfournez,Moussaka à la viande,https://www.cuisine-libre.org/moussaka,https://www.cuisine-libre.org/local/cache-gd2/f2/70566356810ccb282bd0c844cf9ab4.jpg?1644795334,John,,Durée totale :1 h 45,Non végétarien,11,1 h,45 min,PT1H45M,Four,,5.00,11,6,"4-6 aubergines | 2 oignons | 3 gousses d’ail | 500 g de viande hachée de mouton maigre (ou bœuf) | 3 pommes de terre | 2 boîtes de dés de tomates | 1 boîte de concentré de tomates | 1 cuillère à soupe de persil haché | huile d’olive | sel et poivre | 5 cl d’eau | 1 cube de bouillon | cannelle | Pour la sauce : | 30 g de beurre | 30 g de farine | 50 cl de lait | sel, poivre, muscade | 2 œufs | 100 g de gruyère râpé"
enfournez,Lasagne aux poireaux et champignons,https://www.cuisine-libre.org/lasagne-aux-poireaux-et-champignons,https://www.cuisine-libre.org/local/cache-gd2/9b/067effa702f9f96b8fc626dbba3faa.jpg?1644795066,Helyse,,Durée totale :1 h,Végétarien,7,40 min,20 min,PT1H,Four,"Sans viande, Sans œuf",5.00,7,,plaques de lasagne | 3 boules de mozzarella | 1 blanc de poireau | 1 échalote | 15 champignons frais | 10 noix | 20 cl de crème fraiche | 1/2 verre de vin blanc | bouillon de légumes
enfournez,Quinotto vert au gruyère fondant,https://www.cuisine-libre.org/quinotto-vert-au-gruyere-fondant,https://www.cuisine-libre.org/local/cache-gd2/c2/69c4200dc5d1423394b463283a7284.jpg?1644795736,Sofi63200,,Durée totale :40 min,Non végétarien,20,25 min,15 min,PT40M,Mijoté,"Sans viande, Sans œuf, Sans gluten",5.00,20,4,150 g de quinoa | 30 cl de bouillon de volaille | 1 oignon | 20 g de beurre | 100 g de gruyère | 100 g de mascarpone | 30 g de pignons de pin | 1 botte de basilic frais | 1/2 botte d’estragon | 1/2 botte de cerfeuil | sel fin | poivre du moulin
enfournez,Pommes de terre au camembert et aux pommes,https://www.cuisine-libre.org/pommes-de-terre-au-camembert-et-aux-pommes,https://www.cuisine-libre.org/local/cache-gd2/60/60028cf84a98013abdd2bef5b63223.jpg?1644794504,haileyhannah,,Durée totale :1 h,Végétarien,14,30 min,30 min,PT1H,Bouilli,"Sans viande, Sans œuf, Sans gluten",5.00,14,4,"1 kg de pommes de terre | 1 kg de pommes Jonagold | 2 camemberts à l’ancienne, pas trop fermes | 1 pot de crème fraîche | 1 pincée de cannelle | 3 cl de cavados"
enfournez,Gratin savoyard aux navets,https://www.cuisine-libre.org/gratin-savoyard-aux-navets,https://www.cuisine-libre.org/local/cache-gd2/45/b0438b022f1882293b3c85990326fe.jpg?1644794486,Romy,,Durée totale :1 h 50,Non végétarien,26,20 min,1 h 30,PT1H50M,Four,"Sans œuf, Sans gluten",5.00,26,6,"800 g de pommes de terre | 800 g de navets | 1 gousse d’ail | 100 g de crème fraîche | 100 g de lardons | 100 g de beaufort râpé | noix de muscade râpée | sel, poivre"
enfournez,Patate douce rôtie au chèvre,https://www.cuisine-libre.org/patate-douce-rotie-au-chevre,https://www.cuisine-libre.org/local/cache-gd2/63/6141d16fb9cb213e83a920ab856023.jpg?1644794535,,,Durée totale :50 min,Végétarien,5,10 min,40 min,PT50M,Four,"Sans viande, Sans œuf, Sans gluten",5.00,5,2,1 patate douce | 1 filet d’huile d’olive | sel | 1 c. à café de graines de cumin | poivre du moulin | 80 g de chèvre frais (ou feta) | 2 c. à soupe de grains de grenade | 2 brins de coriandre fraîche
enfournez,Tartiflette aux topinambours,https://www.cuisine-libre.org/tartiflette-aux-topinambours,https://www.cuisine-libre.org/local/cache-gd2/24/3732431e098391e8ff04b97f46e4f2.jpg?1644794288,Paniers d’Erquy,,Durée totale :1 h 20,Non végétarien,,20 min,1 h,PT1H20M,Four,"Sans œuf, Sans gluten",,,6,1 kg de topinambours | 250 g de lardons | 1 à 2 oignons (selon la grosseur) | 1/2 reblochon | 20 cl de crème fraîche
enfournez,Cuissot de chevreau mariné au miel et épices,https://www.cuisine-libre.org/cuissot-de-chevreau-marine-au-miel-et-epices,https://www.cuisine-libre.org/local/cache-gd2/b1/c713376d18fc1610caa73f1069c07c.jpg?1644794222,paddy,,Durée totale :13 h,Non végétarien,16,15 min,1 h 30,PT13H45M,Four,"Sans œuf, Sans lactose, Sans gluten",5.00,16,6,1 cuissot de chevreau | 5 à 6 c. à soupe de miel | 5 à 6 c. à soupe de jus de citron | 1 à 2 c. à café de sauce soja | 1 morceau de racine de gingembre frais râpé | 4 gousses d’ail écrasé | poivre
enfournez,Gigot de 7 heures,https://www.cuisine-libre.org/gigot-de-7-heures,https://www.cuisine-libre.org/local/cache-gd2/dd/1037ca0b503a3fa7648dddee3d9015.jpg?1644795220,John,,Durée totale :8 h,Non végétarien,1,1 h 30,7 h,PT8H30M,Four,"Sans œuf, Sans lactose, Sans gluten",5.00,1,6,"1 gros gigot d’agneau de 2,5 à 3 kg | 300 g de lard gras | 10 cl d’huile | 300 g de couenne | 3 carottes | 1 tête et 6 gousses d’ail | 500 g de petits oignons | 1 ou 2 feuilles de laurier | 3 branches de thym | 10 cl de cognac | 2 c. à soupe de concentré de tomate | 50 cl d’eau | 2 c. à café de fond de veau en poudre | un peu de vin blanc sec"
enfournez,Papillotes aux châtaignes et potimarron à  (...),https://www.cuisine-libre.org/papillotes-surprise-aux-chataignes-parfum-d-erable,https://www.cuisine-libre.org/local/cache-gd2/b1/f80683c932fd9fa1f0a8a149324ace.jpg?1644801785,,,Durée totale :40 min,Végétalien (vegan),1,20 min,20 min,PT40M,,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,1,6,300 g de châtaignes cuites et pelées | 300 g de potimarron | 250 g de tofu nature | 18 pruneaux | 6 c. à s. d’huile d’olive | 6 c. à s. de sirop d’érable | sel | poivre
enfournez,Dauphinois de chou-rave,https://www.cuisine-libre.org/dauphinois-de-chou-rave,https://www.cuisine-libre.org/local/cache-gd2/ac/dc6356c5016cc4f399d8e8286cb1f1.jpg?1644794229,Romy,,Durée totale :1 h 20,Végétarien,80,20 min,1 h,PT1H20M,Four,"Sans viande, Sans œuf",5.00,80,4,"1 gros chou-rave d’environ 800 g | 2 pommes de terre à chair ferme | 50 cl de lait | 1 gousse d’ail | sel, poivre"
enfournez,Cœurs de palmier roulés au jambon,https://www.cuisine-libre.org/coeurs-de-palmier-au-jambon,https://www.cuisine-libre.org/local/cache-gd2/4a/1642e8301754b09424b5c33f04a322.jpg?1644797054,sansonnettes,,Durée totale :30 min,Non végétarien,6,10 min,20 min,PT30M,Four,"Sans œuf, Sans lactose, Sans gluten",5.00,6,4,1 grosse boîte de cœurs de palmier | 4 tranches de jambon blanc | 25 cl de crème fraîche liquide | 2 cuillères à café de concentré de tomate | fromage râpé | poivre
